time,latency,incident
0,102.9936677899204,0
1,108.00230133454744,0
2,102.83816750938932,0
3,87.37448739445601,0
4,108.90821748314376,0
5,104.03438656936176,0
6,94.31433689906066,0
7,105.44213648638537,0
8,103.18893285033656,0
9,102.46641975405136,0
10,99.78622795618986,0
11,105.08088388971825,0
12,92.45598882125016,0
13,97.89980269051944,0
14,94.83162689068465,0
15,105.62876561043919,0
16,99.89876809666767,0
17,96.64283469348796,0
18,92.0377298166529,0
19,96.98339212182401,0
20,99.5845681188349,0
21,96.80544667845813,0
22,113.21397664222067,0
23,110.01504456111797,0
24,75.92552430304201,0
25,82.41466614939417,0
26,97.78402980600305,0
27,95.40022711484617,0
28,101.6470173138869,0
29,101.68432643610895,0
30,122.90998831093553,0
31,89.0563623106955,0
32,95.82546014413792,0
33,422.5260365952914,1
34,106.1342194467153,0
35,106.30756867080122,0
36,94.53046784415113,0
37,84.419406112125,0
38,101.17987303881306,0
39,100.59165706414751,0
40,88.03768858918563,0
41,92.94819008219689,0
42,98.79120342215718,0
43,90.55476224279668,0
44,98.53309278197862,0
45,100.45597592080155,0
46,99.85756249738616,0
47,94.60324205090681,0
48,105.57506213769429,0
49,108.75418184507689,0
50,102.73985056295415,0
51,91.70486715245666,0
52,107.03740149093117,0
53,94.6490370894924,0
54,108.62401056396862,0
55,89.4144930814897,0
56,109.00724567924547,0
57,99.30477574226552,0
58,87.8499845736243,0
59,96.43634235934653,0
60,100.04216985447553,0
61,102.24852031590784,0
62,90.217230465152,0
63,89.09765982643464,0
64,101.50457244415533,0
65,94.97712930353477,0
66,101.86893358079439,0
67,107.33535741189795,0
68,84.41340896298618,0
69,102.06099016344388,0
70,112.43274300033079,0
71,96.59397006920935,0
72,91.77272821674343,0
73,107.25748592218794,0
74,102.0514044435304,0
75,108.80535608596459,0
76,96.13556099773474,0
77,85.83112084453401,0
78,98.41776228593,0
79,95.17554824173797,0
80,107.50470507119023,0
81,101.44432822850946,0
82,84.56458956585477,0
83,88.32082254169329,0
84,108.67417286557057,0
85,106.48482592429139,0
86,93.34757420299346,0
87,99.49330959903952,0
88,104.02607427498779,0
89,104.26325335708655,0
90,108.59239292056236,0
91,102.08234656894378,0
92,98.566925700564,0
93,96.96737463105585,0
94,110.554298014562,0
95,79.4930247608868,0
96,98.13695130017622,0
97,99.83180553917873,0
98,86.31596234695553,0
99,102.86254949891867,0
100,93.24485320787062,0
101,108.44303901447596,0
102,98.26491454788528,0
103,106.37216722124451,0
104,112.36767528516316,0
105,103.37806079085804,0
106,91.1804635393374,0
107,85.55331082948192,0
108,118.52186339672313,0
109,98.40518291679534,0
110,92.89870823568766,0
111,100.94591305936883,0
112,97.62186381941602,0
113,108.33165027847868,0
114,99.84104810345256,0
115,99.64028593017403,0
116,92.65794780802109,0
117,104.27535765904699,0
118,89.75335644026322,0
119,106.33754142664084,0
120,115.83998942648137,0
121,85.46488051726354,0
122,77.80341597553081,0
123,105.81893849187404,0
124,128.29743187817002,0
125,90.04877072692065,0
126,87.83292552168328,0
127,105.52474381422934,0
128,91.49935390253903,0
129,94.60575391879196,0
130,96.10773818973115,0
131,104.92679791114278,0
132,95.5610743273737,0
133,102.30046389959074,0
134,97.76685273765743,0
135,91.46331306668385,0
136,96.37934557574448,0
137,90.5037580773057,0
138,99.56840537586574,0
139,88.95119536398644,0
140,89.22643365869352,0
141,115.0686516856139,0
142,98.97722993728595,0
143,98.97014322032305,0
144,104.71281068726759,0
145,95.41291708040362,0
146,97.26102174817228,0
147,103.81434698751775,0
148,102.34673187350799,0
149,88.63737537816836,0
150,108.12868715485365,0
151,93.8125217053194,0
152,89.55471011433349,0
153,90.95559506305196,0
154,95.70184690082367,0
155,117.04054460731777,0
156,88.49390970995958,0
157,101.10532610209906,0
158,80.39437131485799,0
159,99.48816743806869,0
160,108.84534056306849,0
161,97.18219696023127,0
162,93.44901751344375,0
163,101.82835081824177,0
164,106.70159423996819,0
165,106.31386993184375,0
166,121.14061044434226,0
167,101.6016481825827,0
168,93.79404015953297,0
169,98.26112018637807,0
170,98.78672102269859,0
171,100.58888060871963,0
172,99.2061199865701,0
173,101.24550976177531,0
174,84.2278376073691,0
175,108.08863931203872,0
176,93.95951569409392,0
177,88.5148967362419,0
178,106.03948837588952,0
179,113.47698735236968,0
180,104.51966564141946,0
181,101.11625342148608,0
182,90.66802790314907,0
183,132.50729825907,0
184,108.635908500749,0
185,88.81440405826648,0
186,92.05857780562086,0
187,100.37079892613131,0
188,85.20912242721784,0
189,101.19163855735573,0
190,95.04989985903951,0
191,112.45095403190884,0
192,109.52701623926247,0
193,75.92459306149578,0
194,99.91850558720924,0
195,84.67754563066093,0
196,111.1502515518698,0
197,101.1863440094023,0
198,105.09862574294851,0
199,89.47393878726368,0
200,119.41244156703219,0
201,121.7171677480744,0
202,89.47709554362885,0
203,103.27381205162725,0
204,93.04025022647504,0
205,99.27004735712568,0
206,87.70211623290123,0
207,119.87449220713944,0
208,90.33437474329162,0
209,96.60787520408228,0
210,104.60785218403134,0
211,93.27946357072055,0
212,97.1565197578937,0
213,94.0636036205495,0
214,457.3778401926185,1
215,88.53799821171347,0
216,95.25001017908473,0
217,97.47122176258694,0
218,96.2458064415868,0
219,100.06799649002333,0
220,96.63661241536306,0
221,107.2678386496384,0
222,96.34695513440658,0
223,98.15658793115475,0
224,93.11936716816525,0
225,94.4125922783523,0
226,87.71212662664625,0
227,104.78855042480608,0
228,88.7858518665521,0
229,92.36931563058644,3
230,104.76609212226764,3
231,106.85893462623203,3
232,100.14933367667581,3
233,86.49993858514708,3
234,111.97630038391401,3
235,111.8087173020857,3
236,96.00105394495436,3
237,121.05344754831502,3
238,105.99627477623038,3
239,103.00288947500106,3
240,117.94455501966668,3
241,116.30901736395057,3
242,122.4222687032552,3
243,103.55755007873745,3
244,147.51743178535787,3
