time,latency,incident,cusum_score,cusum_prediction,cusum_incident_id,ewma_score,ewma_prediction,ewma_incident_id
0,102.9936677899204,0,0.0,0,0,0.06911711876981079,0,0
1,108.00230133454744,0,0.32162119227286234,0,0,0.2196179334704211,0,0
2,102.83816750938932,0,0.15205961783436273,0,0,0.24178203188863698,0,0
3,87.37448739445601,0,0.0,0,0,-0.06720668131980378,0,0
4,108.90821748314376,0,0.40535920516150314,0,0,0.1273064959764576,0,0
5,104.03438656936176,0,0.35173552802544017,0,0,0.1911204613539535,0,0
6,94.31433689906066,0,0.0,0,0,0.045505391685444777,0,0
7,105.44213648638537,0,0.08112032088340904,0,0,0.15262837752503763,0,0
8,103.18893285033656,0,0.0,0,0,0.1950174747532178,0,0
9,102.46641975405136,0,0.0,0,0,0.21484072388790695,0,0
10,99.78622795618986,0,0.0,0,0,0.17755708826626612,0,0
11,105.08088388971824,0,0.04671508426430837,0,0,0.2513886874658746,0,0
12,92.45598882125016,0,0.0,0,0,0.05381966419966405,0,0
13,97.89980269051944,0,0.0,0,0,0.010473670259265731,0,0
14,94.83162689068465,0,0.0,0,0,-0.08804521871124234,0,0
15,105.6287656104392,0,0.09884849065758605,0,0,0.049333523162523346,0,0
16,99.89876809666768,0,0.0,0,0,0.04741130873821239,0,0
17,96.64283469348796,0,0.0,0,0,-0.020562464345790142,0,0
18,92.0377298166529,0,0.0,0,0,-0.17283216377341182,0,0
19,96.983392121824,0,0.0,0,0,-0.1897043158841391,0,0
20,99.5845681188349,0,0.0,0,0,-0.1501349697438962,0,0
21,96.80544667845813,0,0.0,0,0,-0.17522870633610976,0,0
22,113.21397664222069,0,0.7940684977425756,0,0,0.11863073447962733,0,0
23,110.01504456111796,0,1.3007965022524148,0,0,0.2962501884856697,0,0
24,75.92552430304201,0,0.0,0,0,-0.30523417980086665,0,0
25,82.41466614939417,0,0.0,0,0,-0.621991258934269,0,0
26,97.78402980600303,0,0.0,0,0,-0.5325475052684571,0,0
27,95.40022711484616,0,0.0,0,0,-0.5104763374441632,0,0
28,101.6470173138869,0,0.0,0,0,-0.3656522813970693,0,0
29,101.68432643610896,0,0.0,0,0,-0.24905724730892156,0,0
30,122.90998831093552,0,1.6178462885008962,0,0,0.22432345985304203,0,0
31,89.0563623106955,0,0.005821884555439638,0,0,-0.042946112906657674,0,0
32,95.82546014413792,0,0.0,0,0,-0.10987811181344029,0,0
33,422.5260365952914,1,13.996657376628743,1,1,2.8114289858749966,1,1
34,106.1342194467153,0,14.143362816428967,1,1,2.3784842766600423,1,1
35,106.30756867080122,0,14.306428689007411,1,1,2.035400595843723,1,1
36,94.53046784415112,0,13.292420745083458,1,1,1.5255188878901875,1,1
37,84.419406112125,0,11.144340078327767,1,1,0.8907989769610121,1,1
38,101.17987303881306,0,10.81180560807518,1,1,0.746132287518292,0,0
39,100.59165706414753,0,10.420820279193183,1,1,0.6187087642382344,0,0
40,88.03768858918563,0,8.693464184670978,1,1,0.24949579248614637,0,0
41,92.94819008219687,0,7.510235365183728,1,1,0.06295087009146724,0,0
42,98.79120342215718,0,6.938191642327323,1,1,0.03595195150189265,0,0
43,90.55476224279668,0,5.4934369567329515,1,1,-0.16018937591736002,0,0
44,98.53309278197862,0,4.895166855013564,1,1,-0.14780552107776568,0,0
45,100.45597592080156,0,4.490650418964567,1,1,-0.09914770407201194,0,0
46,99.85756249738616,0,4.0262369852700335,1,1,-0.07220084999651627,0,0
47,94.6032420509068,0,3.019943781410671,0,0,-0.15901932076908556,0,0
48,105.57506213769427,0,3.113694113580847,0,0,-0.00846539018123317,0,0
49,108.75418184507689,0,3.5048643572606126,0,0,0.17146173659096658,0,0
50,102.73985056295416,0,3.3257139780299565,0,0,0.20133931342664202,0,0
51,91.70486715245666,0,2.0074811258461587,0,0,-0.002575119695445993,0,0
52,107.03740149093116,0,2.2391361471384434,0,0,0.1442709085021002,0,0
53,94.6490370894924,0,1.2376945999121014,0,0,0.015128417356411752,0,0
54,108.62401056396862,0,1.6168584660578702,0,0,0.1879355071142832,0,0
55,89.4144930814897,0,0.04506754712701544,0,0,-0.0640097780947444,0,0
56,109.00724567924549,0,0.45953812026768637,0,0,0.13168629215233868,0,0
57,99.30477574226552,0,0.0,0,0,0.10133637014128953,0,0
58,87.8499845736243,0,0.0,0,0,-0.16868150481517946,0,0
59,96.43634235934653,0,0.0,0,0,-0.1977252742264074,0,0
60,100.04216985447552,0,0.0,0,0,-0.14735968496442012,0,0
61,102.24852031590784,0,0.0,0,0,-0.06332925015169201,0,0
62,90.217230465152,0,0.0,0,0,-0.24710166352091065,0,0
63,89.09765982643464,0,0.0,0,0,-0.419156665284359,0,0
64,101.50457244415531,0,0.0,0,0,-0.2954082463274582,0,0
65,94.97712930353477,0,0.0,0,0,-0.3296768021853399,0,0
66,101.8689335807944,0,0.0,0,0,-0.2166401152155863,0,0
67,107.33535741189796,0,0.2595223564006016,0,0,-0.02140762089234871,0,0
68,84.41340896298618,0,0.0,0,0,-0.34688466965688863,0,0
69,102.06099016344388,0,0.0,0,0,-0.22662989516936827,0,0
70,112.4327430003308,0,0.7246514107109379,0,0,0.06362636600669297,0,0
71,96.59397006920936,0,0.0,0,0,-0.008604440720395679,0,0
72,91.77272821674345,0,0.0,0,0,-0.16904698905118362,0,0
73,107.25748592218794,0,0.25224663592928154,0,0,0.015211735944909432,0,0
74,102.0514044435304,0,0.005694235142763793,0,0,0.062858908598624,0,0
75,108.8053560859646,0,0.4015806116346281,0,0,0.2294644021772721,0,0
76,96.13556099773474,0,0.0,0,0,0.11452818208101483,0,0
77,85.83112084453401,0,0.0,0,0,-0.20474209321615428,0,0
78,98.41776228593,0,0.0,0,0,-0.18579586241279536,0,0
79,95.17554824173796,0,0.0,0,0,-0.23780258780303254,0,0
80,107.50470507119024,0,0.27532671064968617,0,0,-0.035176728112488787,0,0
81,101.44432822850946,0,0.0,0,0,0.010585362397711944,0,0
82,84.56458956585477,0,0.0,0,0,-0.31770264382916086,0,0
83,88.32082254169329,0,0.0,0,0,-0.4931955168659425,0,0
84,108.67417286557055,0,0.38379230045848667,0,0,-0.21779795340105665,0,0
85,106.4848259242914,0,0.5635598758630538,0,0,-0.038284847639931924,0,0
86,93.34757420299346,0,0.0,0,0,-0.15867695309216642,0,0
87,99.49330959903952,0,0.0,0,0,-0.1271512812872498,0,0
88,104.0260742749878,0,0.0,0,0,-0.012605964728853003,0,0
89,104.26325335708655,0,0.0,0,0,0.08359646073012036,0,0
90,108.59239292056236,0,0.3762454338749438,0,0,0.24212625535908505,0,0
91,102.08234656894378,0,0.1327321546165936,0,0,0.244998348435598,0,0
92,98.566925700564,0,0.0,0,0,0.17703298656282246,0,0
93,96.96737463105585,0,0.0,0,0,0.08985663840528625,0,0
94,110.554298014562,0,0.5557466593319857,0,0,0.28303464259062616,0,0
95,79.4930247608868,0,0.0,0,0,-0.22374465722355125,0,0
96,98.13695130017622,0,0.0,0,0,-0.2067268455156826,0,0
97,99.83180553917872,0,0.0,0,0,-0.1587813915552441,0,0
98,86.31596234695553,0,0.0,0,0,-0.412095850480128,0,0
99,102.86254949891868,0,0.0,0,0,-0.26311368623639664,0,0
100,93.24485320787062,0,0.0,0,0,-0.3407475609139538,0,0
101,108.44303901447596,0,0.3624479863399489,0,0,-0.10010845146317326,0,0
102,98.26491454788528,0,0.0,0,0,-0.10520522365670909,0,0
103,106.37216722124452,0,0.16915576206142968,0,0,0.04966697348691866,0,0
104,112.36767528516316,0,0.8880037903293172,0,0,0.28350318444311245,0,0
105,103.37806079085804,0,0.7709349040350515,0,0,0.3033887702956368,0,0
106,91.1804635393374,0,0.0,0,0,0.06756622281170288,0,0
107,85.55331082948192,0,0.0,0,0,-0.24881175471710684,0,0
108,118.52186339672312,0,1.2533903900221082,0,0,0.15162867423073614,0,0
109,98.40518291679534,0,0.6420980179129809,0,0,0.09904446496276346,0,0
110,92.89870823568766,0,0.0,0,0,-0.05847785279188422,0,0
111,100.94591305936883,0,0.0,0,0,-0.01793072357522912,0,0
112,97.62186381941602,0,0.0,0,0,-0.05262693618044624,0,0
113,108.33165027847868,0,0.3521454185920775,0,0,0.1283275347740585,0,0
114,99.84104810345256,0,0.0,0,0,0.10944772900935183,0,0
115,99.64028593017404,0,0.0,0,0,0.09030815067102371,0,0
116,92.65794780802108,0,0.0,0,0,-0.07066987690624298,0,0
117,104.275357659047,0,0.0,0,0,0.03737808437353185,0,0
118,89.75335644026322,0,0.0,0,0,-0.17687155114316755,0,0
119,106.33754142664084,0,0.16589194974380883,0,0,-0.008318850965772284,0,0
120,115.83998942648137,0,1.1898349413978266,0,0,0.29813351755818573,0,0
121,85.46488051726354,0,0.0,0,0,-0.06643140737267628,0,0
122,77.80341597553081,0,0.0,0,0,-0.5463926374800716,0,0
123,105.81893849187404,0,0.11688109556646409,0,0,-0.3137378908707645,0,0
124,128.29743187817002,0,2.164787932422448,0,0,0.25859105467458515,0,0
125,90.04877072692065,0,0.663859826668227,0,0,0.006687222588823871,0,0
126,87.83292552168328,0,0.0,0,0,-0.24479019789782433,0,0
127,105.52474381422934,0,0.08897117762991869,0,0,-0.07803792279227574,0,0
128,91.49935390253904,0,0.0,0,0,-0.23057519676735258,0,0
129,94.60575391879196,0,0.0,0,0,-0.2856655631260552,0,0
130,96.10773818973117,0,0.0,0,0,-0.2981561434960509,0,0
131,104.92679791114278,0,0.03200413304672145,0,0,-0.13212408818749644,0,0
132,95.5610743273737,0,0.0,0,0,-0.1867599820568568,0,0
133,102.30046389959074,0,0.0,0,0,-0.0938311841193743,0,0
134,97.76685273765744,0,0.0,0,0,-0.11037168000288494,0,0
135,91.46331306668384,0,0.0,0,0,-0.25723210798741347,0,0
